y	x	clickSelects	showSelected1	group
23.8	1999.83287671233	19-7	19-7	262
24.3	1999.91506849315	19-7	19-7	262
22.4	2000	19-7	19-7	262
20.5	2000.08469945355	19-7	19-7	262
21	2000.16393442623	19-7	19-7	262
22.4	2000.24863387978	19-7	19-7	262
22.4	2000.3306010929	19-7	19-7	262
21.5	2000.41530054645	19-7	19-7	262
21.5	2000.49726775956	19-7	19-7	262
22.9	2000.58196721312	19-7	19-7	262
23.4	2000.66666666667	19-7	19-7	262
22.9	2000.74863387978	19-7	19-7	262
22.4	2000.83333333333	19-7	19-7	262
22.9	2000.91530054645	19-7	19-7	262
20.5	1995	19-8	19-8	263
22.4	1995.08493150685	19-8	19-8	263
21	1995.16164383562	19-8	19-8	263
20.1	1995.24657534247	19-8	19-8	263
21	1995.32876712329	19-8	19-8	263
21	1995.41369863014	19-8	19-8	263
22.4	1995.49589041096	19-8	19-8	263
25.6	1995.58082191781	19-8	19-8	263
23.8	1995.66575342466	19-8	19-8	263
23.8	1995.74794520548	19-8	19-8	263
22.4	1995.83287671233	19-8	19-8	263
22.9	1995.91506849315	19-8	19-8	263
19.6	1996	19-8	19-8	263
21	1996.08469945355	19-8	19-8	263
21	1996.16393442623	19-8	19-8	263
21.9	1996.24863387978	19-8	19-8	263
21.9	1996.3306010929	19-8	19-8	263
20.1	1996.41530054645	19-8	19-8	263
22.4	1996.49726775956	19-8	19-8	263
22.9	1996.58196721311	19-8	19-8	263
22.9	1996.66666666667	19-8	19-8	263
22.9	1996.74863387978	19-8	19-8	263
21.9	1996.83333333333	19-8	19-8	263
20.5	1996.91530054645	19-8	19-8	263
20.1	1997	19-8	19-8	263
20.1	1997.08493150685	19-8	19-8	263
20.1	1997.16164383562	19-8	19-8	263
21	1997.24657534247	19-8	19-8	263
21.9	1997.32876712329	19-8	19-8	263
22.9	1997.41369863014	19-8	19-8	263
24.3	1997.49589041096	19-8	19-8	263
23.4	1997.58082191781	19-8	19-8	263
24.3	1997.66575342466	19-8	19-8	263
22.9	1997.74794520548	19-8	19-8	263
23.8	1997.83287671233	19-8	19-8	263
20.1	1997.91506849315	19-8	19-8	263
22.4	1998	19-8	19-8	263
22.4	1998.08493150685	19-8	19-8	263
22.9	1998.16164383562	19-8	19-8	263
22.4	1998.24657534247	19-8	19-8	263
21.9	1998.32876712329	19-8	19-8	263
22.4	1998.41369863014	19-8	19-8	263
23.8	1998.49589041096	19-8	19-8	263
25.2	1998.58082191781	19-8	19-8	263
24.7	1998.66575342466	19-8	19-8	263
26.1	1998.74794520548	19-8	19-8	263
24.3	1998.83287671233	19-8	19-8	263
24.3	1998.91506849315	19-8	19-8	263
21	1999	19-8	19-8	263
21.5	1999.08493150685	19-8	19-8	263
21	1999.16164383562	19-8	19-8	263
19.6	1999.24657534247	19-8	19-8	263
21	1999.32876712329	19-8	19-8	263
21.5	1999.41369863014	19-8	19-8	263
22.4	1999.49589041096	19-8	19-8	263
22.9	1999.58082191781	19-8	19-8	263
22.4	1999.66575342466	19-8	19-8	263
24.3	1999.74794520548	19-8	19-8	263
25.2	1999.83287671233	19-8	19-8	263
24.3	1999.91506849315	19-8	19-8	263
21.9	2000	19-8	19-8	263
21.5	2000.08469945355	19-8	19-8	263
23.8	2000.16393442623	19-8	19-8	263
21.9	2000.24863387978	19-8	19-8	263
22.4	2000.3306010929	19-8	19-8	263
21.9	2000.41530054645	19-8	19-8	263
21	2000.49726775956	19-8	19-8	263
22.9	2000.58196721312	19-8	19-8	263
22.9	2000.66666666667	19-8	19-8	263
22.4	2000.74863387978	19-8	19-8	263
22.9	2000.83333333333	19-8	19-8	263
24.3	2000.91530054645	19-8	19-8	263
21	1995	19-9	19-9	264
22.4	1995.08493150685	19-9	19-9	264
20.5	1995.16164383562	19-9	19-9	264
20.1	1995.24657534247	19-9	19-9	264
20.1	1995.32876712329	19-9	19-9	264
20.1	1995.41369863014	19-9	19-9	264
22.4	1995.49589041096	19-9	19-9	264
24.7	1995.58082191781	19-9	19-9	264
22.9	1995.66575342466	19-9	19-9	264
23.4	1995.74794520548	19-9	19-9	264
23.4	1995.83287671233	19-9	19-9	264
22.9	1995.91506849315	19-9	19-9	264
20.5	1996	19-9	19-9	264
22.4	1996.08469945355	19-9	19-9	264
20.5	1996.16393442623	19-9	19-9	264
22.9	1996.24863387978	19-9	19-9	264
22.9	1996.3306010929	19-9	19-9	264
19.1	1996.41530054645	19-9	19-9	264
20.1	1996.49726775956	19-9	19-9	264
21.9	1996.58196721311	19-9	19-9	264
22.9	1996.66666666667	19-9	19-9	264
23.8	1996.74863387978	19-9	19-9	264
21.5	1996.83333333333	19-9	19-9	264
20.1	1996.91530054645	19-9	19-9	264
19.6	1997	19-9	19-9	264
18.6	1997.08493150685	19-9	19-9	264
20.5	1997.16164383562	19-9	19-9	264
22.4	1997.24657534247	19-9	19-9	264
20.1	1997.32876712329	19-9	19-9	264
21.9	1997.41369863014	19-9	19-9	264
21.5	1997.49589041096	19-9	19-9	264
22.4	1997.58082191781	19-9	19-9	264
24.7	1997.66575342466	19-9	19-9	264
21.9	1997.74794520548	19-9	19-9	264
23.4	1997.83287671233	19-9	19-9	264
20.1	1997.91506849315	19-9	19-9	264
22.4	1998	19-9	19-9	264
22.4	1998.08493150685	19-9	19-9	264
22.9	1998.16164383562	19-9	19-9	264
22.4	1998.24657534247	19-9	19-9	264
21	1998.32876712329	19-9	19-9	264
21.9	1998.41369863014	19-9	19-9	264
22.4	1998.49589041096	19-9	19-9	264
23.8	1998.58082191781	19-9	19-9	264
24.7	1998.66575342466	19-9	19-9	264
25.6	1998.74794520548	19-9	19-9	264
23.8	1998.83287671233	19-9	19-9	264
23.8	1998.91506849315	19-9	19-9	264
21	1999	19-9	19-9	264
21.5	1999.08493150685	19-9	19-9	264
21	1999.16164383562	19-9	19-9	264
19.1	1999.24657534247	19-9	19-9	264
21	1999.32876712329	19-9	19-9	264
21.5	1999.41369863014	19-9	19-9	264
21.5	1999.49589041096	19-9	19-9	264
22.4	1999.58082191781	19-9	19-9	264
22.4	1999.66575342466	19-9	19-9	264
23.4	1999.74794520548	19-9	19-9	264
26.5	1999.83287671233	19-9	19-9	264
22.4	1999.91506849315	19-9	19-9	264
22.9	2000	19-9	19-9	264
22.4	2000.08469945355	19-9	19-9	264
22.4	2000.16393442623	19-9	19-9	264
21.9	2000.24863387978	19-9	19-9	264
23.4	2000.3306010929	19-9	19-9	264
21.5	2000.41530054645	19-9	19-9	264
20.5	2000.49726775956	19-9	19-9	264
22.9	2000.58196721312	19-9	19-9	264
21.9	2000.66666666667	19-9	19-9	264
22.4	2000.74863387978	19-9	19-9	264
23.4	2000.83333333333	19-9	19-9	264
23.8	2000.91530054645	19-9	19-9	264
24.3	1995	2-1	2-1	265
24.7	1995.08493150685	2-1	2-1	265
25.2	1995.16164383562	2-1	2-1	265
25.2	1995.24657534247	2-1	2-1	265
25.2	1995.32876712329	2-1	2-1	265
22.4	1995.41369863014	2-1	2-1	265
22.4	1995.49589041096	2-1	2-1	265
21	1995.58082191781	2-1	2-1	265
21	1995.66575342466	2-1	2-1	265
21	1995.74794520548	2-1	2-1	265
21.5	1995.83287671233	2-1	2-1	265
23.8	1995.91506849315	2-1	2-1	265
23.8	1996	2-1	2-1	265
23.4	1996.08469945355	2-1	2-1	265
24.3	1996.16393442623	2-1	2-1	265
23.4	1996.24863387978	2-1	2-1	265
23.4	1996.3306010929	2-1	2-1	265
22.9	1996.41530054645	2-1	2-1	265
21.5	1996.49726775956	2-1	2-1	265
20.5	1996.58196721311	2-1	2-1	265
21	1996.66666666667	2-1	2-1	265
21	1996.74863387978	2-1	2-1	265
21.9	1996.83333333333	2-1	2-1	265
22.4	1996.91530054645	2-1	2-1	265
23.8	1997	2-1	2-1	265
23.8	1997.08493150685	2-1	2-1	265
26.1	1997.16164383562	2-1	2-1	265
24.7	1997.24657534247	2-1	2-1	265
24.3	1997.32876712329	2-1	2-1	265
23.4	1997.41369863014	2-1	2-1	265
22.4	1997.49589041096	2-1	2-1	265
22.4	1997.58082191781	2-1	2-1	265
21	1997.66575342466	2-1	2-1	265
21	1997.74794520548	2-1	2-1	265
22.9	1997.83287671233	2-1	2-1	265
22.9	1997.91506849315	2-1	2-1	265
23.4	1998	2-1	2-1	265
25.6	1998.08493150685	2-1	2-1	265
26.1	1998.16164383562	2-1	2-1	265
24.7	1998.24657534247	2-1	2-1	265
24.3	1998.32876712329	2-1	2-1	265
21.9	1998.41369863014	2-1	2-1	265
21.9	1998.49589041096	2-1	2-1	265
21	1998.58082191781	2-1	2-1	265
20.5	1998.66575342466	2-1	2-1	265
20.5	1998.74794520548	2-1	2-1	265
21.9	1998.83287671233	2-1	2-1	265
22.9	1998.91506849315	2-1	2-1	265
23.4	1999	2-1	2-1	265
23.4	1999.08493150685	2-1	2-1	265
23.4	1999.16164383562	2-1	2-1	265
22.9	1999.24657534247	2-1	2-1	265
22.4	1999.32876712329	2-1	2-1	265
21.9	1999.41369863014	2-1	2-1	265
21	1999.49589041096	2-1	2-1	265
21.5	1999.58082191781	2-1	2-1	265
21	1999.66575342466	2-1	2-1	265
20.5	1999.74794520548	2-1	2-1	265
21.5	1999.83287671233	2-1	2-1	265
22.4	1999.91506849315	2-1	2-1	265
23.8	2000	2-1	2-1	265
24.3	2000.08469945355	2-1	2-1	265
24.3	2000.16393442623	2-1	2-1	265
24.3	2000.24863387978	2-1	2-1	265
22.4	2000.3306010929	2-1	2-1	265
21.9	2000.41530054645	2-1	2-1	265
21.5	2000.49726775956	2-1	2-1	265
20.5	2000.58196721312	2-1	2-1	265
20.5	2000.66666666667	2-1	2-1	265
21.5	2000.74863387978	2-1	2-1	265
22.9	2000.83333333333	2-1	2-1	265
23.8	2000.91530054645	2-1	2-1	265
25.2	1995	2-10	2-10	266
26.1	1995.08493150685	2-10	2-10	266
24.3	1995.16164383562	2-10	2-10	266
25.2	1995.24657534247	2-10	2-10	266
25.6	1995.32876712329	2-10	2-10	266
24.7	1995.41369863014	2-10	2-10	266
22.4	1995.49589041096	2-10	2-10	266
20.5	1995.58082191781	2-10	2-10	266
21.9	1995.66575342466	2-10	2-10	266
21	1995.74794520548	2-10	2-10	266
21	1995.83287671233	2-10	2-10	266
21.9	1995.91506849315	2-10	2-10	266
22.4	1996	2-10	2-10	266
25.2	1996.08469945355	2-10	2-10	266
26.5	1996.16393442623	2-10	2-10	266
25.6	1996.24863387978	2-10	2-10	266
25.2	1996.3306010929	2-10	2-10	266
25.2	1996.41530054645	2-10	2-10	266
23.4	1996.49726775956	2-10	2-10	266
21.9	1996.58196721311	2-10	2-10	266
21.9	1996.66666666667	2-10	2-10	266
21.5	1996.74863387978	2-10	2-10	266
21.5	1996.83333333333	2-10	2-10	266
20.5	1996.91530054645	2-10	2-10	266
22.9	1997	2-10	2-10	266
24.7	1997.08493150685	2-10	2-10	266
27	1997.16164383562	2-10	2-10	266
27.9	1997.24657534247	2-10	2-10	266
26.1	1997.32876712329	2-10	2-10	266
26.5	1997.41369863014	2-10	2-10	266
26.1	1997.49589041096	2-10	2-10	266
27.4	1997.58082191781	2-10	2-10	266
26.5	1997.66575342466	2-10	2-10	266
27.4	1997.74794520548	2-10	2-10	266
27.9	1997.83287671233	2-10	2-10	266
28.8	1997.91506849315	2-10	2-10	266
28.3	1998	2-10	2-10	266
28.8	1998.08493150685	2-10	2-10	266
28.3	1998.16164383562	2-10	2-10	266
28.8	1998.24657534247	2-10	2-10	266
28.3	1998.32876712329	2-10	2-10	266
25.2	1998.41369863014	2-10	2-10	266
23.4	1998.49589041096	2-10	2-10	266
22.4	1998.58082191781	2-10	2-10	266
21.9	1998.66575342466	2-10	2-10	266
21	1998.74794520548	2-10	2-10	266
21.9	1998.83287671233	2-10	2-10	266
20.5	1998.91506849315	2-10	2-10	266
21.5	1999	2-10	2-10	266
24.7	1999.08493150685	2-10	2-10	266
24.7	1999.16164383562	2-10	2-10	266
24.3	1999.24657534247	2-10	2-10	266
24.7	1999.32876712329	2-10	2-10	266
24.3	1999.41369863014	2-10	2-10	266
22.9	1999.49589041096	2-10	2-10	266
22.4	1999.58082191781	2-10	2-10	266
20.5	1999.66575342466	2-10	2-10	266
21.5	1999.74794520548	2-10	2-10	266
20.1	1999.83287671233	2-10	2-10	266
21	1999.91506849315	2-10	2-10	266
21.9	2000	2-10	2-10	266
23.8	2000.08469945355	2-10	2-10	266
24.7	2000.16393442623	2-10	2-10	266
25.2	2000.24863387978	2-10	2-10	266
23.8	2000.3306010929	2-10	2-10	266
22.9	2000.41530054645	2-10	2-10	266
22.4	2000.49726775956	2-10	2-10	266
21.5	2000.58196721312	2-10	2-10	266
21.5	2000.66666666667	2-10	2-10	266
21.9	2000.74863387978	2-10	2-10	266
21.9	2000.83333333333	2-10	2-10	266
21.9	2000.91530054645	2-10	2-10	266
25.6	1995	2-11	2-11	267
26.1	1995.08493150685	2-11	2-11	267
24.7	1995.16164383562	2-11	2-11	267
26.5	1995.24657534247	2-11	2-11	267
27.4	1995.32876712329	2-11	2-11	267
25.6	1995.41369863014	2-11	2-11	267
23.8	1995.49589041096	2-11	2-11	267
21	1995.58082191781	2-11	2-11	267
23.8	1995.66575342466	2-11	2-11	267
21.9	1995.74794520548	2-11	2-11	267
22.9	1995.83287671233	2-11	2-11	267
22.9	1995.91506849315	2-11	2-11	267
22.9	1996	2-11	2-11	267
26.1	1996.08469945355	2-11	2-11	267
27.4	1996.16393442623	2-11	2-11	267
28.3	1996.24863387978	2-11	2-11	267
26.5	1996.3306010929	2-11	2-11	267
26.5	1996.41530054645	2-11	2-11	267
24.3	1996.49726775956	2-11	2-11	267
23.8	1996.58196721311	2-11	2-11	267
23.8	1996.66666666667	2-11	2-11	267
22.9	1996.74863387978	2-11	2-11	267
22.4	1996.83333333333	2-11	2-11	267
21.5	1996.91530054645	2-11	2-11	267
23.4	1997	2-11	2-11	267
24.7	1997.08493150685	2-11	2-11	267
27.4	1997.16164383562	2-11	2-11	267
28.3	1997.24657534247	2-11	2-11	267
27.9	1997.32876712329	2-11	2-11	267
27.4	1997.41369863014	2-11	2-11	267
26.1	1997.49589041096	2-11	2-11	267
27.4	1997.58082191781	2-11	2-11	267
26.5	1997.66575342466	2-11	2-11	267
28.3	1997.74794520548	2-11	2-11	267
29.2	1997.83287671233	2-11	2-11	267
28.3	1997.91506849315	2-11	2-11	267
29.2	1998	2-11	2-11	267
28.3	1998.08493150685	2-11	2-11	267
28.8	1998.16164383562	2-11	2-11	267
28.3	1998.24657534247	2-11	2-11	267
29.2	1998.32876712329	2-11	2-11	267
26.5	1998.41369863014	2-11	2-11	267
26.1	1998.49589041096	2-11	2-11	267
24.3	1998.58082191781	2-11	2-11	267
22.9	1998.66575342466	2-11	2-11	267
23.8	1998.74794520548	2-11	2-11	267
23.4	1998.83287671233	2-11	2-11	267
21.5	1998.91506849315	2-11	2-11	267
23.4	1999	2-11	2-11	267
24.7	1999.08493150685	2-11	2-11	267
25.2	1999.16164383562	2-11	2-11	267
25.6	1999.24657534247	2-11	2-11	267
27.4	1999.32876712329	2-11	2-11	267
25.2	1999.41369863014	2-11	2-11	267
23.4	1999.49589041096	2-11	2-11	267
23.4	1999.58082191781	2-11	2-11	267
22.4	1999.66575342466	2-11	2-11	267
22.9	1999.74794520548	2-11	2-11	267
21.5	1999.83287671233	2-11	2-11	267
21.5	1999.91506849315	2-11	2-11	267
22.4	2000	2-11	2-11	267
24.3	2000.08469945355	2-11	2-11	267
25.6	2000.16393442623	2-11	2-11	267
26.1	2000.24863387978	2-11	2-11	267
25.6	2000.3306010929	2-11	2-11	267
23.8	2000.41530054645	2-11	2-11	267
22.4	2000.49726775956	2-11	2-11	267
22.9	2000.58196721312	2-11	2-11	267
23.8	2000.66666666667	2-11	2-11	267
23.4	2000.74863387978	2-11	2-11	267
22.9	2000.83333333333	2-11	2-11	267
23.4	2000.91530054645	2-11	2-11	267
27.4	1995	2-12	2-12	268
27	1995.08493150685	2-12	2-12	268
27	1995.16164383562	2-12	2-12	268
27	1995.24657534247	2-12	2-12	268
27.9	1995.32876712329	2-12	2-12	268
26.1	1995.41369863014	2-12	2-12	268
24.7	1995.49589041096	2-12	2-12	268
23.8	1995.58082191781	2-12	2-12	268
24.7	1995.66575342466	2-12	2-12	268
23.4	1995.74794520548	2-12	2-12	268
23.8	1995.83287671233	2-12	2-12	268
24.3	1995.91506849315	2-12	2-12	268
25.6	1996	2-12	2-12	268
26.1	1996.08469945355	2-12	2-12	268
27.9	1996.16393442623	2-12	2-12	268
28.3	1996.24863387978	2-12	2-12	268
27.4	1996.3306010929	2-12	2-12	268
27.4	1996.41530054645	2-12	2-12	268
26.5	1996.49726775956	2-12	2-12	268
25.6	1996.58196721311	2-12	2-12	268
26.1	1996.66666666667	2-12	2-12	268
25.6	1996.74863387978	2-12	2-12	268
24.3	1996.83333333333	2-12	2-12	268
23.4	1996.91530054645	2-12	2-12	268
24.7	1997	2-12	2-12	268
25.6	1997.08493150685	2-12	2-12	268
27.4	1997.16164383562	2-12	2-12	268
29.2	1997.24657534247	2-12	2-12	268
29.2	1997.32876712329	2-12	2-12	268
26.5	1997.41369863014	2-12	2-12	268
28.3	1997.49589041096	2-12	2-12	268
26.5	1997.58082191781	2-12	2-12	268
26.5	1997.66575342466	2-12	2-12	268
28.8	1997.74794520548	2-12	2-12	268
29.2	1997.83287671233	2-12	2-12	268
29.2	1997.91506849315	2-12	2-12	268
29.2	1998	2-12	2-12	268
28.8	1998.08493150685	2-12	2-12	268
29.2	1998.16164383562	2-12	2-12	268
29.2	1998.24657534247	2-12	2-12	268
30.1	1998.32876712329	2-12	2-12	268
27	1998.41369863014	2-12	2-12	268
27	1998.49589041096	2-12	2-12	268
27	1998.58082191781	2-12	2-12	268
23.4	1998.66575342466	2-12	2-12	268
25.2	1998.74794520548	2-12	2-12	268
24.3	1998.83287671233	2-12	2-12	268
23.4	1998.91506849315	2-12	2-12	268
25.2	1999	2-12	2-12	268
25.2	1999.08493150685	2-12	2-12	268
26.1	1999.16164383562	2-12	2-12	268
27.4	1999.24657534247	2-12	2-12	268
26.1	1999.32876712329	2-12	2-12	268
27	1999.41369863014	2-12	2-12	268
23.8	1999.49589041096	2-12	2-12	268
23.8	1999.58082191781	2-12	2-12	268
23.8	1999.66575342466	2-12	2-12	268
24.7	1999.74794520548	2-12	2-12	268
23.4	1999.83287671233	2-12	2-12	268
22.9	1999.91506849315	2-12	2-12	268
23.8	2000	2-12	2-12	268
25.2	2000.08469945355	2-12	2-12	268
26.5	2000.16393442623	2-12	2-12	268
26.5	2000.24863387978	2-12	2-12	268
27	2000.3306010929	2-12	2-12	268
24.7	2000.41530054645	2-12	2-12	268
21.9	2000.49726775956	2-12	2-12	268
23.4	2000.58196721312	2-12	2-12	268
24.7	2000.66666666667	2-12	2-12	268
22.9	2000.74863387978	2-12	2-12	268
24.7	2000.83333333333	2-12	2-12	268
25.2	2000.91530054645	2-12	2-12	268
27.9	1995	2-13	2-13	269
27.9	1995.08493150685	2-13	2-13	269
27	1995.16164383562	2-13	2-13	269
27	1995.24657534247	2-13	2-13	269
28.3	1995.32876712329	2-13	2-13	269
26.1	1995.41369863014	2-13	2-13	269
25.6	1995.49589041096	2-13	2-13	269
24.7	1995.58082191781	2-13	2-13	269
25.2	1995.66575342466	2-13	2-13	269
23.8	1995.74794520548	2-13	2-13	269
26.5	1995.83287671233	2-13	2-13	269
28.3	1995.91506849315	2-13	2-13	269
26.5	1996	2-13	2-13	269
26.5	1996.08469945355	2-13	2-13	269
27.4	1996.16393442623	2-13	2-13	269
28.8	1996.24863387978	2-13	2-13	269
27	1996.3306010929	2-13	2-13	269
27.9	1996.41530054645	2-13	2-13	269
27.4	1996.49726775956	2-13	2-13	269
26.1	1996.58196721311	2-13	2-13	269
26.5	1996.66666666667	2-13	2-13	269
26.1	1996.74863387978	2-13	2-13	269
26.5	1996.83333333333	2-13	2-13	269
26.5	1996.91530054645	2-13	2-13	269
25.2	1997	2-13	2-13	269
26.1	1997.08493150685	2-13	2-13	269
27.9	1997.16164383562	2-13	2-13	269
29.7	1997.24657534247	2-13	2-13	269
29.2	1997.32876712329	2-13	2-13	269
27.9	1997.41369863014	2-13	2-13	269
28.8	1997.49589041096	2-13	2-13	269
27.9	1997.58082191781	2-13	2-13	269
27.4	1997.66575342466	2-13	2-13	269
29.7	1997.74794520548	2-13	2-13	269
30.9	1997.83287671233	2-13	2-13	269
30.1	1997.91506849315	2-13	2-13	269
28.8	1998	2-13	2-13	269
28.3	1998.08493150685	2-13	2-13	269
30.1	1998.16164383562	2-13	2-13	269
30.5	1998.24657534247	2-13	2-13	269
29.7	1998.32876712329	2-13	2-13	269
26.5	1998.41369863014	2-13	2-13	269
27.9	1998.49589041096	2-13	2-13	269
27	1998.58082191781	2-13	2-13	269
26.5	1998.66575342466	2-13	2-13	269
24.3	1998.74794520548	2-13	2-13	269
24.7	1998.83287671233	2-13	2-13	269
25.6	1998.91506849315	2-13	2-13	269
26.5	1999	2-13	2-13	269
26.1	1999.08493150685	2-13	2-13	269
26.5	1999.16164383562	2-13	2-13	269
27.9	1999.24657534247	2-13	2-13	269
27	1999.32876712329	2-13	2-13	269
27	1999.41369863014	2-13	2-13	269
21.9	1999.49589041096	2-13	2-13	269
24.3	1999.58082191781	2-13	2-13	269
24.3	1999.66575342466	2-13	2-13	269
24.3	1999.74794520548	2-13	2-13	269
24.7	1999.83287671233	2-13	2-13	269
25.6	1999.91506849315	2-13	2-13	269
24.7	2000	2-13	2-13	269
25.2	2000.08469945355	2-13	2-13	269
26.1	2000.16393442623	2-13	2-13	269
26.1	2000.24863387978	2-13	2-13	269
26.5	2000.3306010929	2-13	2-13	269
24.3	2000.41530054645	2-13	2-13	269
24.3	2000.49726775956	2-13	2-13	269
22.9	2000.58196721312	2-13	2-13	269
24.3	2000.66666666667	2-13	2-13	269
25.2	2000.74863387978	2-13	2-13	269
24.3	2000.83333333333	2-13	2-13	269
25.2	2000.91530054645	2-13	2-13	269
28.3	1995	2-14	2-14	270
28.3	1995.08493150685	2-14	2-14	270
27.9	1995.16164383562	2-14	2-14	270
28.8	1995.24657534247	2-14	2-14	270
28.8	1995.32876712329	2-14	2-14	270
27.9	1995.41369863014	2-14	2-14	270
27	1995.49589041096	2-14	2-14	270
26.5	1995.58082191781	2-14	2-14	270
26.5	1995.66575342466	2-14	2-14	270
26.1	1995.74794520548	2-14	2-14	270
28.8	1995.83287671233	2-14	2-14	270
28.8	1995.91506849315	2-14	2-14	270
25.6	1996	2-14	2-14	270
26.1	1996.08469945355	2-14	2-14	270
27.4	1996.16393442623	2-14	2-14	270
28.8	1996.24863387978	2-14	2-14	270
29.7	1996.3306010929	2-14	2-14	270
28.8	1996.41530054645	2-14	2-14	270
27.4	1996.49726775956	2-14	2-14	270
28.3	1996.58196721311	2-14	2-14	270
27.9	1996.66666666667	2-14	2-14	270
27.4	1996.74863387978	2-14	2-14	270
27.4	1996.83333333333	2-14	2-14	270
27.4	1996.91530054645	2-14	2-14	270
26.5	1997	2-14	2-14	270
25.2	1997.08493150685	2-14	2-14	270
27	1997.16164383562	2-14	2-14	270
29.7	1997.24657534247	2-14	2-14	270
29.2	1997.32876712329	2-14	2-14	270
29.2	1997.41369863014	2-14	2-14	270
29.7	1997.49589041096	2-14	2-14	270
28.3	1997.58082191781	2-14	2-14	270
28.3	1997.66575342466	2-14	2-14	270
29.2	1997.74794520548	2-14	2-14	270
29.7	1997.83287671233	2-14	2-14	270
29.7	1997.91506849315	2-14	2-14	270
28.3	1998	2-14	2-14	270
27.9	1998.08493150685	2-14	2-14	270
28.3	1998.16164383562	2-14	2-14	270
27	1998.24657534247	2-14	2-14	270
28.8	1998.32876712329	2-14	2-14	270
29.2	1998.41369863014	2-14	2-14	270
28.3	1998.49589041096	2-14	2-14	270
27.4	1998.58082191781	2-14	2-14	270
27.4	1998.66575342466	2-14	2-14	270
27	1998.74794520548	2-14	2-14	270
26.5	1998.83287671233	2-14	2-14	270
26.5	1998.91506849315	2-14	2-14	270
27.4	1999	2-14	2-14	270
25.6	1999.08493150685	2-14	2-14	270
26.1	1999.16164383562	2-14	2-14	270
27	1999.24657534247	2-14	2-14	270
26.5	1999.32876712329	2-14	2-14	270
27.9	1999.41369863014	2-14	2-14	270
27	1999.49589041096	2-14	2-14	270
25.6	1999.58082191781	2-14	2-14	270
24.7	1999.66575342466	2-14	2-14	270
26.1	1999.74794520548	2-14	2-14	270
25.2	1999.83287671233	2-14	2-14	270
24.7	1999.91506849315	2-14	2-14	270
25.2	2000	2-14	2-14	270
25.6	2000.08469945355	2-14	2-14	270
25.6	2000.16393442623	2-14	2-14	270
26.1	2000.24863387978	2-14	2-14	270
26.5	2000.3306010929	2-14	2-14	270
26.1	2000.41530054645	2-14	2-14	270
25.2	2000.49726775956	2-14	2-14	270
27.4	2000.58196721312	2-14	2-14	270
26.5	2000.66666666667	2-14	2-14	270
25.6	2000.74863387978	2-14	2-14	270
27	2000.83333333333	2-14	2-14	270
26.5	2000.91530054645	2-14	2-14	270
27.9	1995	2-15	2-15	271
27.4	1995.08493150685	2-15	2-15	271
27	1995.16164383562	2-15	2-15	271
27.9	1995.24657534247	2-15	2-15	271
28.8	1995.32876712329	2-15	2-15	271
28.3	1995.41369863014	2-15	2-15	271
27.4	1995.49589041096	2-15	2-15	271
27	1995.58082191781	2-15	2-15	271
27	1995.66575342466	2-15	2-15	271
27.9	1995.74794520548	2-15	2-15	271
28.8	1995.83287671233	2-15	2-15	271
28.3	1995.91506849315	2-15	2-15	271
25.6	1996	2-15	2-15	271
25.2	1996.08469945355	2-15	2-15	271
26.5	1996.16393442623	2-15	2-15	271
27	1996.24863387978	2-15	2-15	271
28.3	1996.3306010929	2-15	2-15	271
28.8	1996.41530054645	2-15	2-15	271
27.9	1996.49726775956	2-15	2-15	271
28.3	1996.58196721311	2-15	2-15	271
28.3	1996.66666666667	2-15	2-15	271
27.9	1996.74863387978	2-15	2-15	271
28.8	1996.83333333333	2-15	2-15	271
27.9	1996.91530054645	2-15	2-15	271
25.6	1997	2-15	2-15	271
24.7	1997.08493150685	2-15	2-15	271
27	1997.16164383562	2-15	2-15	271
27.4	1997.24657534247	2-15	2-15	271
28.3	1997.32876712329	2-15	2-15	271
29.2	1997.41369863014	2-15	2-15	271
29.7	1997.49589041096	2-15	2-15	271
28.3	1997.58082191781	2-15	2-15	271
28.3	1997.66575342466	2-15	2-15	271
27.9	1997.74794520548	2-15	2-15	271
28.3	1997.83287671233	2-15	2-15	271
27.9	1997.91506849315	2-15	2-15	271
27	1998	2-15	2-15	271
26.5	1998.08493150685	2-15	2-15	271
27	1998.16164383562	2-15	2-15	271
26.5	1998.24657534247	2-15	2-15	271
27	1998.32876712329	2-15	2-15	271
28.8	1998.41369863014	2-15	2-15	271
28.8	1998.49589041096	2-15	2-15	271
28.8	1998.58082191781	2-15	2-15	271
28.3	1998.66575342466	2-15	2-15	271
27.4	1998.74794520548	2-15	2-15	271
26.5	1998.83287671233	2-15	2-15	271
25.6	1998.91506849315	2-15	2-15	271
26.5	1999	2-15	2-15	271
25.2	1999.08493150685	2-15	2-15	271
24.7	1999.16164383562	2-15	2-15	271
26.1	1999.24657534247	2-15	2-15	271
26.1	1999.32876712329	2-15	2-15	271
27.4	1999.41369863014	2-15	2-15	271
27.9	1999.49589041096	2-15	2-15	271
26.1	1999.58082191781	2-15	2-15	271
24.7	1999.66575342466	2-15	2-15	271
27	1999.74794520548	2-15	2-15	271
26.5	1999.83287671233	2-15	2-15	271
25.2	1999.91506849315	2-15	2-15	271
24.7	2000	2-15	2-15	271
24.3	2000.08469945355	2-15	2-15	271
24.3	2000.16393442623	2-15	2-15	271
